intern_id,department,education_background,gpa,prior_internships,python_skill_score,math_stat_score,sql_score,ml_knowledge_score,cloud_infra_score,hours_per_week,learning_style,preferred_time,mentor_interaction_pref,primary_device,courses_completed_count,completed_courses,avg_quiz_score_pct,session_completion_rate,engagement_score,dropout_risk,satisfaction_rating,days_since_joining,peers_similar_dept_took,recommended_course_1,recommended_course_2,recommended_course_3
INT_1352,Cybersecurity,Computer Science,2.93,2,3.2,3.3,3.9,10.0,1.5,12.6,Video,Afternoon,Low,Mixed,2,"Python Fundamentals, APIs & Microservices",86.4,0.6,7.0,Medium,4.2,58,SQL & Databases,SQL & Databases,Git & Version Control,System Design
INT_1353,Backend Dev,Electrical Engineering,2.67,0,7.7,7.3,4.7,0.0,0.0,6.5,Peer-learning,Night Owl,Low,Mixed,6,"Python Fundamentals, Cloud Computing (AWS), Statistics & Probability, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",52.6,0.79,5.6,Medium,3.0,147,SQL & Databases,SQL & Databases,System Design,Docker & Kubernetes
INT_1354,Backend Dev,Cognitive Science,3.11,1,4.7,5.9,3.3,6.5,3.8,4.1,Hands-on Projects,Night Owl,High,Laptop,5,"Cloud Computing (AWS), Docker & Kubernetes, System Design, APIs & Microservices, Business Intelligence & BI Tools",64.3,0.9,6.0,Low,5.0,110,Python Fundamentals,Data Wrangling & Pandas,Git & Version Control,Python Fundamentals
INT_1355,Backend Dev,Bioinformatics,3.29,3,3.9,4.2,3.8,7.2,5.7,11.1,Mixed,Morning,High,Desktop,3,"Python Fundamentals, Docker & Kubernetes, Reinforcement Learning",73.0,0.58,6.2,Medium,4.2,94,SQL & Databases,Cloud Computing (AWS),Data Wrangling & Pandas,System Design
INT_1356,Backend Dev,Bioinformatics,3.46,0,5.2,7.3,3.8,4.9,4.5,6.8,Reading,Morning,High,Desktop,5,"Python Fundamentals, SQL & Databases, System Design, A/B Testing & Experimentation, APIs & Microservices",68.4,0.58,5.4,Medium,3.3,158,Cloud Computing (AWS),Data Wrangling & Pandas,Git & Version Control,Cloud Computing (AWS)
INT_1357,Software Engineering,Cognitive Science,3.42,1,3.3,5.3,8.1,5.9,3.2,6.2,Video,Night Owl,Medium,Desktop,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Frontend Basics (React), APIs & Microservices, Time Series Analysis",73.0,0.46,5.1,Medium,4.8,167,Docker & Kubernetes,Data Wrangling & Pandas,System Design,Git & Version Control
INT_1358,Data Engineering,Information Systems,3.49,0,9.0,5.6,4.5,1.3,0.0,11.7,Peer-learning,No Preference,Low,Tablet,5,"SQL & Databases, Frontend Basics (React), MLOps Pipelines, Data Wrangling & Pandas, Time Series Analysis",80.9,0.46,6.2,Medium,3.8,144,Python Fundamentals,Statistics & Probability,Business Intelligence & BI Tools,System Design
INT_1359,Backend Dev,Economics,3.69,1,5.0,3.1,7.0,6.8,0.0,5.6,Peer-learning,Afternoon,High,Mixed,5,"SQL & Databases, Cloud Computing (AWS), Docker & Kubernetes, Data Wrangling & Pandas, Git & Version Control",57.0,0.53,4.7,Medium,3.4,42,Python Fundamentals,APIs & Microservices,Python Fundamentals,System Design
INT_1360,ML Engineering,Cognitive Science,3.36,1,2.9,9.3,4.1,5.5,4.6,6.2,Video,Morning,High,Tablet,5,"Python Fundamentals, Deep Learning, Docker & Kubernetes, A/B Testing & Experimentation, Reinforcement Learning",57.8,0.88,6.0,Low,4.9,46,SQL & Databases,Machine Learning Basics,MLOps Pipelines,NLP & Text Analytics
INT_1361,ML Engineering,Economics,2.89,0,6.2,4.8,7.0,5.6,0.0,7.7,Peer-learning,Afternoon,Medium,Desktop,4,"Python Fundamentals, Cloud Computing (AWS), System Design, Reinforcement Learning",78.3,0.81,6.7,Low,5.0,111,SQL & Databases,MLOps Pipelines,Machine Learning Basics,NLP & Text Analytics
INT_1362,DevOps,Information Systems,3.48,2,2.1,6.8,3.2,3.5,2.4,2.8,Video,Evening,High,Mixed,1,SQL & Databases,85.3,0.51,5.2,Medium,3.6,49,Python Fundamentals,MLOps Pipelines,Cloud Computing (AWS),Cybersecurity Essentials
INT_1363,Data Engineering,Bioinformatics,3.47,1,6.4,6.3,9.6,0.5,3.6,7.2,Hands-on Projects,Night Owl,High,Desktop,6,"SQL & Databases, Data Visualization, System Design, MLOps Pipelines, Data Wrangling & Pandas, Business Intelligence & BI Tools",66.2,0.68,5.8,Medium,2.5,79,Python Fundamentals,Time Series Analysis,Statistics & Probability,Python Fundamentals
INT_1364,Data Science,Mathematics,3.65,0,6.4,4.2,6.7,4.6,0.8,3.7,Reading,Evening,Medium,Desktop,8,"Machine Learning Basics, Deep Learning, Data Visualization, System Design, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Business Intelligence & BI Tools",62.9,0.87,5.8,Low,4.6,138,SQL & Databases,Data Wrangling & Pandas,Time Series Analysis,SQL & Databases
INT_1365,Cybersecurity,Economics,3.52,0,7.6,8.7,5.9,3.7,3.0,8.7,Video,Afternoon,Medium,Desktop,3,"SQL & Databases, Cybersecurity Essentials, Statistics & Probability",75.1,0.65,6.2,Medium,3.1,126,Python Fundamentals,System Design,Python Fundamentals,APIs & Microservices
INT_1366,Data Engineering,Information Systems,3.05,1,0.0,1.3,4.0,2.8,3.2,13.5,Mixed,Afternoon,Low,Laptop,5,"Python Fundamentals, SQL & Databases, Data Visualization, Time Series Analysis, Business Intelligence & BI Tools",81.4,0.84,7.8,Low,3.3,96,Cloud Computing (AWS),Cloud Computing (AWS),Docker & Kubernetes,MLOps Pipelines
INT_1367,Cloud Infrastructure,Statistics,2.86,1,5.1,3.7,4.8,5.2,2.2,9.2,Reading,Afternoon,Medium,Tablet,7,"Python Fundamentals, SQL & Databases, Docker & Kubernetes, System Design, MLOps Pipelines, Git & Version Control, APIs & Microservices",50.9,0.77,5.9,Medium,4.7,47,Cloud Computing (AWS),Cybersecurity Essentials,Cloud Computing (AWS),Machine Learning Basics
INT_1368,Cloud Infrastructure,Cognitive Science,2.97,2,5.3,6.4,5.4,4.7,4.5,7.2,Mixed,Morning,High,Mixed,2,"System Design, Reinforcement Learning",57.2,0.74,5.7,Medium,3.2,92,Python Fundamentals,SQL & Databases,Git & Version Control,Python Fundamentals
INT_1369,Data Science,Electrical Engineering,3.83,0,7.0,10.0,4.3,0.5,4.3,8.3,Hands-on Projects,Afternoon,Medium,Laptop,0,,85.1,0.55,6.1,Medium,5.0,79,Data Visualization,Data Visualization,Deep Learning,Machine Learning Basics
INT_1370,Backend Dev,Economics,3.62,1,2.7,2.5,2.7,1.2,4.9,8.5,Reading,Morning,High,Laptop,4,"Python Fundamentals, SQL & Databases, Data Wrangling & Pandas, APIs & Microservices",68.7,0.32,4.8,High,4.2,87,Cloud Computing (AWS),Cloud Computing (AWS),Docker & Kubernetes,Git & Version Control
INT_1371,Cloud Infrastructure,Physics,3.18,3,2.8,8.8,8.4,6.2,1.9,8.4,Reading,No Preference,Medium,Mixed,8,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), System Design, MLOps Pipelines, A/B Testing & Experimentation, Git & Version Control, APIs & Microservices",91.8,0.65,6.7,Medium,4.2,33,Docker & Kubernetes,Docker & Kubernetes,Cybersecurity Essentials,Machine Learning Basics
INT_1372,Product Management,Computer Science,3.45,0,8.1,5.1,5.3,6.1,2.1,11.2,Video,Evening,Low,Desktop,4,"SQL & Databases, Data Visualization, Cloud Computing (AWS), A/B Testing & Experimentation",80.3,0.71,7.0,Low,3.5,100,Statistics & Probability,Business Intelligence & BI Tools,Statistics & Probability,Time Series Analysis
INT_1373,ML Engineering,Cognitive Science,2.97,1,1.6,5.6,5.0,3.1,0.2,9.2,Hands-on Projects,Evening,Medium,Mixed,7,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Statistics & Probability, MLOps Pipelines, A/B Testing & Experimentation, Git & Version Control",67.8,0.91,6.9,Low,3.5,17,Deep Learning,Deep Learning,NLP & Text Analytics,Reinforcement Learning
INT_1374,Data Science,Cognitive Science,3.39,0,5.1,6.0,6.4,7.7,3.1,11.9,Peer-learning,Morning,Medium,Mixed,3,"Deep Learning, Data Visualization, Data Wrangling & Pandas",98.0,0.9,8.4,Low,4.1,83,Machine Learning Basics,Machine Learning Basics,Time Series Analysis,A/B Testing & Experimentation
INT_1375,Product Management,Statistics,3.66,0,8.1,5.4,9.8,0.4,6.6,8.7,Reading,Night Owl,High,Laptop,8,"SQL & Databases, Data Visualization, System Design, Statistics & Probability, MLOps Pipelines, Data Wrangling & Pandas, Time Series Analysis, Business Intelligence & BI Tools",66.8,0.84,6.6,Low,4.2,105,A/B Testing & Experimentation,A/B Testing & Experimentation,Cloud Computing (AWS),Docker & Kubernetes
INT_1376,Data Science,Business Analytics,3.67,0,1.8,7.9,0.9,4.5,1.8,10.1,Peer-learning,Night Owl,Medium,Mixed,6,"Python Fundamentals, Deep Learning, Data Visualization, Statistics & Probability, NLP & Text Analytics, Business Intelligence & BI Tools",68.0,0.57,5.9,Medium,4.7,60,Machine Learning Basics,Machine Learning Basics,A/B Testing & Experimentation,Time Series Analysis
INT_1377,Product Management,Computer Science,3.86,1,7.8,7.5,2.7,3.0,2.1,14.8,Peer-learning,Afternoon,High,Laptop,4,"Python Fundamentals, SQL & Databases, A/B Testing & Experimentation, Business Intelligence & BI Tools",62.4,0.47,6.0,Medium,2.0,144,Data Visualization,Statistics & Probability,Data Visualization,Time Series Analysis
INT_1378,Product Management,Statistics,2.63,0,6.3,8.4,2.7,3.8,3.9,8.9,Peer-learning,Afternoon,Low,Mixed,7,"SQL & Databases, Machine Learning Basics, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Reinforcement Learning, Business Intelligence & BI Tools",56.7,0.45,4.9,Medium,3.3,27,Data Visualization,Data Visualization,Git & Version Control,APIs & Microservices
INT_1379,Data Science,Information Systems,3.21,0,7.4,0.6,3.1,1.7,0.9,9.2,Hands-on Projects,Afternoon,Low,Laptop,5,"SQL & Databases, Machine Learning Basics, Deep Learning, Data Visualization, Statistics & Probability",86.0,0.61,6.5,Medium,4.3,139,NLP & Text Analytics,Data Wrangling & Pandas,Business Intelligence & BI Tools,NLP & Text Analytics
INT_1380,Software Engineering,Cognitive Science,2.6,0,5.6,6.0,5.1,2.7,1.6,5.9,Peer-learning,Evening,High,Mixed,4,"Python Fundamentals, System Design, Git & Version Control, APIs & Microservices",64.7,0.86,6.2,Low,4.6,61,SQL & Databases,Data Wrangling & Pandas,Frontend Basics (React),SQL & Databases
INT_1381,Product Management,Electrical Engineering,2.8,2,4.4,0.8,3.0,0.7,3.4,9.8,Video,Afternoon,High,Mixed,4,"Python Fundamentals, MLOps Pipelines, A/B Testing & Experimentation, Business Intelligence & BI Tools",66.3,0.57,5.8,Medium,5.0,55,SQL & Databases,Data Visualization,SQL & Databases,Statistics & Probability
INT_1382,Data Engineering,Bioinformatics,3.39,3,6.1,4.3,3.9,3.8,5.6,11.0,Video,Night Owl,Medium,Desktop,6,"SQL & Databases, Docker & Kubernetes, System Design, A/B Testing & Experimentation, Data Wrangling & Pandas, Time Series Analysis",87.8,0.74,7.3,Low,4.4,28,Python Fundamentals,Cloud Computing (AWS),Python Fundamentals,Data Visualization
INT_1383,Backend Dev,Physics,3.27,0,2.5,4.2,6.7,1.0,4.5,11.1,Mixed,Morning,Medium,Laptop,8,"SQL & Databases, Machine Learning Basics, Cloud Computing (AWS), Docker & Kubernetes, System Design, Data Wrangling & Pandas, APIs & Microservices, Business Intelligence & BI Tools",56.4,0.79,6.4,Low,3.8,144,Python Fundamentals,Git & Version Control,Python Fundamentals,Cybersecurity Essentials
INT_1384,Data Engineering,Business Analytics,3.44,1,4.5,5.5,5.6,0.0,0.0,9.5,Mixed,Night Owl,High,Tablet,4,"Python Fundamentals, Docker & Kubernetes, System Design, MLOps Pipelines",79.5,0.85,7.2,Low,4.2,39,SQL & Databases,Statistics & Probability,Business Intelligence & BI Tools,SQL & Databases
INT_1385,Product Management,Mathematics,3.63,0,6.0,6.1,0.0,1.5,1.2,10.6,Mixed,Night Owl,Medium,Mixed,4,"SQL & Databases, A/B Testing & Experimentation, Time Series Analysis, Business Intelligence & BI Tools",62.8,0.8,6.6,Low,5.0,109,Data Visualization,Data Visualization,Statistics & Probability,Data Wrangling & Pandas
INT_1386,Cybersecurity,Mathematics,2.86,0,7.5,7.4,3.8,7.1,1.1,10.1,Video,Afternoon,High,Desktop,7,"Python Fundamentals, Machine Learning Basics, Deep Learning, Cloud Computing (AWS), Docker & Kubernetes, Cybersecurity Essentials, Git & Version Control",65.2,0.8,6.6,Low,5.0,128,SQL & Databases,SQL & Databases,APIs & Microservices,System Design
INT_1387,DevOps,Statistics,3.28,0,6.1,7.1,4.5,2.8,5.5,9.6,Mixed,Evening,Low,Mixed,2,"SQL & Databases, APIs & Microservices",53.6,0.65,5.6,Medium,3.0,148,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,Cybersecurity Essentials
INT_1388,DevOps,Information Systems,3.63,0,5.5,6.0,1.8,1.3,4.1,7.4,Video,No Preference,High,Mixed,6,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), Cybersecurity Essentials, System Design, MLOps Pipelines",49.2,0.57,4.8,Medium,4.9,103,Docker & Kubernetes,Git & Version Control,APIs & Microservices,Docker & Kubernetes
INT_1389,Cloud Infrastructure,Business Analytics,3.0,1,5.7,7.0,10.0,1.5,1.1,8.1,Peer-learning,No Preference,Low,Desktop,1,Cybersecurity Essentials,68.1,0.68,6.0,Medium,4.8,119,Python Fundamentals,APIs & Microservices,System Design,Git & Version Control
INT_1390,Data Science,Business Analytics,3.46,1,6.7,8.3,7.2,4.3,3.6,11.3,Reading,Afternoon,High,Laptop,7,"Machine Learning Basics, Data Visualization, Docker & Kubernetes, Cybersecurity Essentials, Statistics & Probability, A/B Testing & Experimentation, Business Intelligence & BI Tools",73.1,0.5,6.0,Medium,3.9,143,Deep Learning,Deep Learning,NLP & Text Analytics,Data Wrangling & Pandas
INT_1391,Cybersecurity,Economics,3.64,2,8.5,7.2,6.6,3.9,5.6,9.8,Peer-learning,Afternoon,High,Tablet,8,"Python Fundamentals, SQL & Databases, Machine Learning Basics, Deep Learning, Docker & Kubernetes, System Design, Data Wrangling & Pandas, Git & Version Control",59.8,0.86,6.6,Low,4.5,60,Cloud Computing (AWS),Cybersecurity Essentials,Cloud Computing (AWS),APIs & Microservices
INT_1392,DevOps,Information Systems,3.03,0,1.8,4.3,2.8,0.0,6.3,11.5,Mixed,No Preference,Medium,Laptop,4,"SQL & Databases, Docker & Kubernetes, Cybersecurity Essentials, APIs & Microservices",92.5,0.94,8.3,Low,4.4,33,Python Fundamentals,Cloud Computing (AWS),Git & Version Control,System Design
INT_1393,Backend Dev,Economics,3.24,0,3.2,5.5,2.3,4.0,6.8,7.6,Peer-learning,Afternoon,High,Laptop,0,,62.0,0.74,5.9,Medium,3.1,46,Python Fundamentals,Cloud Computing (AWS),Docker & Kubernetes,APIs & Microservices
INT_1394,Product Management,Mathematics,3.2,0,7.6,9.3,7.1,1.1,2.2,11.0,Peer-learning,Morning,Medium,Laptop,7,"Python Fundamentals, SQL & Databases, Data Visualization, Statistics & Probability, NLP & Text Analytics, A/B Testing & Experimentation, Business Intelligence & BI Tools",58.6,0.85,6.7,Low,3.9,38,Machine Learning Basics,Data Wrangling & Pandas,System Design,Frontend Basics (React)
INT_1395,Backend Dev,Mathematics,2.83,1,7.8,6.1,1.7,5.2,2.0,8.0,Hands-on Projects,Morning,High,Laptop,6,"SQL & Databases, Deep Learning, Cloud Computing (AWS), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",55.9,0.6,5.3,Medium,4.3,170,Python Fundamentals,System Design,Python Fundamentals,Docker & Kubernetes
INT_1396,Backend Dev,Computer Science,2.71,0,8.2,5.5,5.7,2.3,1.1,9.2,Mixed,Morning,Medium,Tablet,7,"Python Fundamentals, SQL & Databases, Cloud Computing (AWS), System Design, Data Wrangling & Pandas, Git & Version Control, Reinforcement Learning",67.2,0.58,5.8,Medium,3.8,91,Docker & Kubernetes,APIs & Microservices,Docker & Kubernetes,A/B Testing & Experimentation
INT_1397,DevOps,Statistics,3.5,0,4.2,6.1,6.4,2.3,2.5,2.0,Peer-learning,No Preference,Medium,Desktop,7,"Python Fundamentals, Data Visualization, Cybersecurity Essentials, System Design, Frontend Basics (React), NLP & Text Analytics, Git & Version Control",49.3,0.66,4.3,Medium,3.8,108,SQL & Databases,SQL & Databases,APIs & Microservices,Docker & Kubernetes
INT_1398,Cybersecurity,Economics,3.7,3,6.5,8.0,9.0,4.0,2.6,7.4,Peer-learning,Morning,Medium,Tablet,3,"Python Fundamentals, Docker & Kubernetes, APIs & Microservices",64.9,0.67,5.7,Medium,3.9,70,SQL & Databases,Git & Version Control,System Design,Cybersecurity Essentials
INT_1399,Product Management,Mathematics,3.62,1,2.4,7.5,3.8,5.9,0.3,6.3,Reading,Evening,Medium,Laptop,1,Data Visualization,81.5,0.75,6.4,Medium,4.6,28,SQL & Databases,SQL & Databases,Business Intelligence & BI Tools,Statistics & Probability
INT_1400,Data Science,Electrical Engineering,3.99,1,0.0,8.2,4.9,3.4,5.6,9.5,Video,Morning,High,Mixed,3,"Machine Learning Basics, Statistics & Probability, NLP & Text Analytics",54.9,0.82,6.2,Low,3.4,120,Data Visualization,Data Visualization,Deep Learning,Business Intelligence & BI Tools
INT_1401,Data Science,Computer Science,3.88,3,9.6,7.5,6.5,10.0,1.7,5.3,Peer-learning,Morning,High,Mixed,3,"Machine Learning Basics, Deep Learning, Data Visualization",87.4,0.65,6.1,Medium,5.0,30,SQL & Databases,Business Intelligence & BI Tools,SQL & Databases,A/B Testing & Experimentation
INT_1402,Cloud Infrastructure,Mathematics,3.76,0,8.4,2.0,6.7,1.8,3.9,2.0,Video,Morning,High,Laptop,0,,61.5,0.76,5.1,Medium,3.9,19,Python Fundamentals,SQL & Databases,Docker & Kubernetes,Cloud Computing (AWS)
INT_1403,Product Management,Computer Science,3.37,0,6.6,3.5,6.8,4.3,5.8,2.2,Peer-learning,Afternoon,High,Tablet,5,"SQL & Databases, Statistics & Probability, A/B Testing & Experimentation, Reinforcement Learning, Business Intelligence & BI Tools",55.2,0.97,5.7,Low,2.7,22,Data Visualization,Data Visualization,Cloud Computing (AWS),Docker & Kubernetes
INT_1404,Backend Dev,Cognitive Science,3.83,0,1.7,5.8,3.9,5.5,3.7,8.2,Video,Night Owl,Low,Laptop,6,"SQL & Databases, System Design, Data Wrangling & Pandas, Git & Version Control, APIs & Microservices, Time Series Analysis",58.0,0.67,5.6,Medium,3.6,154,Python Fundamentals,Docker & Kubernetes,Cloud Computing (AWS),Python Fundamentals
INT_1405,Software Engineering,Information Systems,3.31,0,5.1,7.2,3.8,5.7,1.4,10.9,Hands-on Projects,Afternoon,Low,Desktop,6,"Python Fundamentals, Cybersecurity Essentials, Frontend Basics (React), Data Wrangling & Pandas, Git & Version Control, APIs & Microservices",68.4,0.85,7.0,Low,4.0,34,SQL & Databases,System Design,SQL & Databases,Docker & Kubernetes
INT_1406,Data Science,Computer Science,3.11,0,6.1,9.8,4.5,7.7,3.6,7.3,Mixed,Night Owl,Medium,Tablet,5,"Machine Learning Basics, Data Visualization, NLP & Text Analytics, Data Wrangling & Pandas, Time Series Analysis",84.6,0.63,6.3,Medium,3.5,25,Deep Learning,Deep Learning,Business Intelligence & BI Tools,SQL & Databases
INT_1407,Frontend Dev,Bioinformatics,3.31,2,1.0,10.0,4.1,0.0,3.8,7.8,Mixed,Night Owl,Medium,Laptop,7,"SQL & Databases, Data Visualization, Frontend Basics (React), NLP & Text Analytics, A/B Testing & Experimentation, Git & Version Control, APIs & Microservices",80.1,0.84,6.9,Low,3.8,117,Python Fundamentals,Python Fundamentals,Business Intelligence & BI Tools,Cloud Computing (AWS)
INT_1408,Product Management,Physics,3.06,3,8.1,3.4,3.9,4.0,4.7,12.7,Peer-learning,Evening,Medium,Desktop,3,"SQL & Databases, Deep Learning, Statistics & Probability",65.1,0.9,7.3,Low,5.0,60,Data Visualization,Business Intelligence & BI Tools,A/B Testing & Experimentation,Data Visualization
INT_1409,Software Engineering,Statistics,3.56,1,10.0,8.2,6.7,4.1,6.2,9.2,Mixed,Night Owl,High,Tablet,4,"Python Fundamentals, Cloud Computing (AWS), System Design, Data Wrangling & Pandas",71.9,0.77,6.6,Low,5.0,178,SQL & Databases,Docker & Kubernetes,SQL & Databases,Frontend Basics (React)
INT_1410,ML Engineering,Business Analytics,2.53,3,9.1,7.4,3.4,3.7,3.5,3.6,Hands-on Projects,No Preference,High,Tablet,6,"SQL & Databases, Machine Learning Basics, Docker & Kubernetes, Statistics & Probability, A/B Testing & Experimentation, Git & Version Control",78.1,0.86,6.3,Low,5.0,99,Python Fundamentals,Reinforcement Learning,Deep Learning,NLP & Text Analytics
INT_1411,Frontend Dev,Electrical Engineering,3.33,1,6.4,8.7,4.5,2.4,5.3,8.5,Mixed,Afternoon,High,Laptop,5,"Python Fundamentals, Data Visualization, Cybersecurity Essentials, Frontend Basics (React), Git & Version Control",64.1,0.57,5.5,Medium,4.5,109,APIs & Microservices,APIs & Microservices,Docker & Kubernetes,Cloud Computing (AWS)
INT_1412,Product Management,Electrical Engineering,3.73,3,3.2,9.9,4.7,7.1,1.3,11.1,Mixed,Night Owl,High,Mixed,7,"Data Visualization, Cybersecurity Essentials, Frontend Basics (React), A/B Testing & Experimentation, Data Wrangling & Pandas, Reinforcement Learning, Business Intelligence & BI Tools",59.2,0.8,6.5,Low,3.5,117,SQL & Databases,SQL & Databases,Statistics & Probability,Machine Learning Basics
INT_1413,Software Engineering,Electrical Engineering,3.5,2,5.2,3.9,9.4,4.2,5.9,7.9,Peer-learning,Morning,Medium,Desktop,4,"Python Fundamentals, Cloud Computing (AWS), Git & Version Control, Reinforcement Learning",57.4,0.8,6.0,Medium,3.1,177,SQL & Databases,System Design,APIs & Microservices,Docker & Kubernetes
INT_1414,ML Engineering,Electrical Engineering,3.58,0,7.4,5.7,3.0,4.2,3.9,12.4,Mixed,Night Owl,High,Tablet,4,"Python Fundamentals, System Design, NLP & Text Analytics, MLOps Pipelines",93.0,0.51,6.9,Medium,5.0,174,SQL & Databases,A/B Testing & Experimentation,Statistics & Probability,Deep Learning
